"";"LONGITUDE";"LATITUDE";"FLOOR";"BUILDINGID";"SPACEID";"RELATIVEPOSITION";"USERID";"PHONEID";"TIMESTAMP";"max_wap";"max_wap_value";"gps_coords"
"3932";-7373,05279999971;4864844,8865;1;2;116;2;7;6;2013-06-20 10:32:36;"WAP121";-56;"-7373.05279999971,4864844.8865"
"3933";-7390,62060000002;4864836,0558;1;2;140;2;7;6;2013-06-20 10:37:01;"WAP121";-77;"-7390.62060000002,4864836.0558"
"3934";-7390,73470000178;4864835,0351;1;2;141;2;7;6;2013-06-20 10:36:29;"WAP122";-70;"-7390.73470000178,4864835.0351"
"3935";-7394,57782488316;4864836,92470566;1;2;140;1;7;6;2013-06-20 10:37:25;"WAP503";-76;"-7394.57782488316,4864836.92470566"
"3936";-7317,01249999925;4864795,149;1;2;136;2;7;6;2013-06-20 10:40:35;"WAP098";-84;"-7317.01249999925,4864795.149"
"3937";-7313,73111977801;4864792,06341087;1;2;136;1;7;6;2013-06-20 10:41:37;"WAP098";-78;"-7313.73111977801,4864792.06341087"
"3938";-7313,73111977801;4864792,06341087;1;2;136;1;7;6;2013-06-20 10:41:02;"WAP098";-85;"-7313.73111977801,4864792.06341087"
"3939";-7317,65100000054;4864794,6286;1;2;137;2;7;6;2013-06-20 10:40:06;"WAP098";-71;"-7317.65100000054,4864794.6286"
"3940";-7474,55380000174;4864866,8564;0;1;9;2;7;6;2013-06-20 07:35:03;"WAP366";-76;"-7474.55380000174,4864866.8564"
"3941";-7466,44529925659;4864859,36437535;0;1;10;1;7;6;2013-06-20 07:38:09;"WAP255";-67;"-7466.44529925659,4864859.36437535"
"3942";-7469,87150000036;4864864,3648;0;1;10;2;7;6;2013-06-20 07:36:15;"WAP255";-71;"-7469.87150000036,4864864.3648"
"3943";-7466,44529925659;4864859,36437535;0;1;10;1;7;6;2013-06-20 07:38:47;"WAP310";-84;"-7466.44529925659,4864859.36437535"
"3944";-7454,23910000175;4864829,266;0;1;202;2;7;6;2013-06-20 07:40:12;"WAP329";-53;"-7454.23910000175,4864829.266"
"3945";-7445,55787384138;4864826,58967056;0;1;202;1;7;6;2013-06-20 07:41:30;"WAP329";-44;"-7445.55787384138,4864826.58967056"
"3946";-7445,55787384138;4864826,58967056;0;1;202;1;7;6;2013-06-20 07:42:08;"WAP274";-42;"-7445.55787384138,4864826.58967056"
"3947";-7445,55787384138;4864826,58967056;0;1;202;1;7;6;2013-06-20 07:42:39;"WAP282";-46;"-7445.55787384138,4864826.58967056"
"3948";-7445,55787384138;4864826,58967056;0;1;202;1;7;6;2013-06-20 07:43:16;"WAP282";-40;"-7445.55787384138,4864826.58967056"
"3949";-7445,55787384138;4864826,58967056;0;1;202;1;7;6;2013-06-20 07:41:01;"WAP315";-41;"-7445.55787384138,4864826.58967056"
"3950";-7468,87024519593;4864827,93768296;0;1;248;1;7;6;2013-06-20 07:47:00;"WAP259";-39;"-7468.87024519593,4864827.93768296"
"3951";-7460,27969999984;4864824,9697;0;1;248;2;7;6;2013-06-20 07:45:33;"WAP259";-45;"-7460.27969999984,4864824.9697"
"3952";-7456,97749999911;4864830,7651;0;1;203;2;7;6;2013-06-20 07:44:25;"WAP278";-44;"-7456.97749999911,4864830.7651"
"3953";-7445,55787384138;4864826,58967056;0;1;202;1;7;6;2013-06-20 07:43:42;"WAP274";-44;"-7445.55787384138,4864826.58967056"
"3954";-7457,66550000012;4864823,61;0;1;247;2;7;6;2013-06-20 07:51:24;"WAP261";-41;"-7457.66550000012,4864823.61"
"3955";-7450,4819945693;4864817,72444879;0;1;247;1;7;6;2013-06-20 07:52:05;"WAP371";-40;"-7450.4819945693,4864817.72444879"
"3956";-7468,87024519593;4864827,93768296;0;1;248;1;7;6;2013-06-20 07:47:31;"WAP374";-43;"-7468.87024519593,4864827.93768296"
"3957";-7468,87024519593;4864827,93768296;0;1;248;1;7;6;2013-06-20 07:48:47;"WAP262";-43;"-7468.87024519593,4864827.93768296"
"3958";-7468,87024519593;4864827,93768296;0;1;248;1;7;6;2013-06-20 07:48:03;"WAP262";-40;"-7468.87024519593,4864827.93768296"
"3959";-7450,4819945693;4864817,72444879;0;1;247;1;7;6;2013-06-20 07:54:35;"WAP369";-36;"-7450.4819945693,4864817.72444879"
"3960";-7458,38109999895;4864852,1497;0;1;213;2;7;6;2013-06-20 07:56:51;"WAP340";-65;"-7458.38109999895,4864852.1497"
"3961";-7450,4819945693;4864817,72444879;0;1;247;1;7;6;2013-06-20 07:53:25;"WAP371";-44;"-7450.4819945693,4864817.72444879"
"3962";-7450,4819945693;4864817,72444879;0;1;247;1;7;6;2013-06-20 07:53:57;"WAP260";-38;"-7450.4819945693,4864817.72444879"
"3963";-7439,62449999899;4864864,1263;0;1;222;2;7;6;2013-06-20 07:58:10;"WAP101";-58;"-7439.62449999899,4864864.1263"
"3964";-7435,13729999959;4864861,7101;0;1;216;2;7;6;2013-06-20 08:00:23;"WAP101";-47;"-7435.13729999959,4864861.7101"
"3965";-7441,93419342488;4864872,43726587;0;1;222;1;7;6;2013-06-20 07:59:00;"WAP141";-70;"-7441.93419342488,4864872.43726587"
"3966";-7425,66110000014;4864873,1327;0;1;216;2;7;6;2013-06-20 08:02:09;"WAP140";-52;"-7425.66110000014,4864873.1327"
"3967";-7426,93832446635;4864864,10805024;0;1;216;1;7;6;2013-06-20 08:01:05;"WAP006";-58;"-7426.93832446635,4864864.10805024"
"3968";-7411,32860000059;4864885,4059;0;1;245;2;7;6;2013-06-20 08:09:24;"WAP140";-70;"-7411.32860000059,4864885.4059"
"3969";-7423,06089999899;4864877,6861;0;1;246;2;7;6;2013-06-20 08:05:29;"WAP141";-58;"-7423.06089999899,4864877.6861"
"3970";-7410,6922999993;4864890,0382;0;1;243;2;7;6;2013-06-20 08:08:44;"WAP140";-71;"-7410.6922999993,4864890.0382"
"3971";-7435,06749999896;4864878,1545;0;1;222;2;7;6;2013-06-20 08:04:17;"WAP141";-56;"-7435.06749999896,4864878.1545"
"3972";-7424,804142382;4864898,43540941;0;1;237;1;7;6;2013-06-20 08:13:15;"WAP140";-79;"-7424.804142382,4864898.43540941"
"3973";-7404,49168300629;4864890,41664264;0;1;244;1;7;6;2013-06-20 08:10:39;"WAP140";-84;"-7404.49168300629,4864890.41664264"
"3974";-7410,02659999952;4864887,7496;0;1;244;2;7;6;2013-06-20 08:11:40;"WAP006";-78;"-7410.02659999952,4864887.7496"
"3975";-7422,25899999961;4864895,5793;0;1;237;2;7;6;2013-06-20 08:12:30;"WAP140";-61;"-7422.25899999961,4864895.5793"
"3976";-7404,49168300629;4864890,41664264;0;1;244;1;7;6;2013-06-20 08:11:04;"WAP140";-85;"-7404.49168300629,4864890.41664264"
"3977";-7426,62779999897;4864896,0578;0;1;249;2;7;6;2013-06-20 08:13:57;"WAP140";-78;"-7426.62779999897,4864896.0578"
"3978";-7432,24384206906;4864893,57649525;0;1;227;1;7;6;2013-06-20 08:17:05;"WAP141";-72;"-7432.24384206906,4864893.57649525"
"3979";-7427,86840000004;4864896,747;0;1;227;2;7;6;2013-06-20 08:15:44;"WAP141";-76;"-7427.86840000004,4864896.747"
"3980";-7427,69168582186;4864891,73307702;0;1;249;1;7;6;2013-06-20 08:15:00;"WAP140";-69;"-7427.69168582186,4864891.73307702"
"3981";-7435,99020000175;4864891,204;0;1;229;2;7;6;2013-06-20 08:19:55;"WAP140";-75;"-7435.99020000175,4864891.204"
"3982";-7435,76581665501;4864887,90024348;0;1;229;1;7;6;2013-06-20 08:19:29;"WAP141";-74;"-7435.76581665501,4864887.90024348"
"3983";-7432,57479999959;4864889,443;0;1;228;2;7;6;2013-06-20 08:18:22;"WAP140";-69;"-7432.57479999959,4864889.443"
"3984";-7431,14640332013;4864886,35210025;0;1;228;1;7;6;2013-06-20 08:18:49;"WAP140";-63;"-7431.14640332013,4864886.35210025"
"3985";-7436,1229000017;4864891,4766;0;1;230;2;7;6;2013-06-20 08:20:19;"WAP140";-77;"-7436.1229000017,4864891.4766"
"3986";-7435,37790000066;4864892,818;0;1;231;2;7;6;2013-06-20 08:21:21;"WAP140";-78;"-7435.37790000066,4864892.818"
"3987";-7436,4547916539;4864896,60060337;0;1;231;1;7;6;2013-06-20 08:21:58;"WAP140";-78;"-7436.4547916539,4864896.60060337"
"3988";-7439,66180623695;4864890,83781962;0;1;230;1;7;6;2013-06-20 08:20:51;"WAP141";-78;"-7439.66180623695,4864890.83781962"
"3989";-7429,6171248816;4864899,69237868;0;1;238;1;7;6;2013-06-20 08:23:42;"WAP140";-71;"-7429.6171248816,4864899.69237868"
"3990";-7429,6171248816;4864899,69237868;0;1;238;1;7;6;2013-06-20 08:24:24;"WAP140";-85;"-7429.6171248816,4864899.69237868"
"3991";-7424,40780000016;4864901,76;0;1;235;2;7;6;2013-06-20 08:25:35;"WAP140";-82;"-7424.40780000016,4864901.76"
"3992";-7426,48360000178;4864899,9748;0;1;238;2;7;6;2013-06-20 08:23:11;"WAP140";-76;"-7426.48360000178,4864899.9748"
"3993";-7425,72810000181;4864901,3354;0;1;239;2;7;6;2013-06-20 08:24:58;"WAP140";-78;"-7425.72810000181,4864901.3354"
"3994";-7463,94653457031;4864836,80331483;0;1;203;1;7;6;2013-06-20 08:28:21;"WAP334";-39;"-7463.94653457031,4864836.80331483"
"3995";-7466,9637000002;4864820,4132;1;1;210;2;7;6;2013-06-20 09:22:54;"WAP109";-66;"-7466.9637000002,4864820.4132"
"3996";-7469,88919999823;4864815,0574;1;1;209;2;7;6;2013-06-20 09:23:28;"WAP112";-50;"-7469.88919999823,4864815.0574"
"3997";-7458,38109999895;4864852,1497;1;1;215;2;7;6;2013-06-20 09:20:40;"WAP317";-80;"-7458.38109999895,4864852.1497"
"3998";-7458,04930000007;4864831,3584;1;1;210;2;7;6;2013-06-20 09:22:08;"WAP109";-48;"-7458.04930000007,4864831.3584"
"3999";-7457,75549999997;4864815,2857;1;1;207;2;7;6;2013-06-20 09:24:56;"WAP111";-66;"-7457.75549999997,4864815.2857"
"4000";-7435,13729999959;4864861,7101;1;1;201;2;7;6;2013-06-20 09:26:49;"WAP107";-57;"-7435.13729999959,4864861.7101"
"4001";-7460,76790000126;4864810,0301;1;1;208;2;7;6;2013-06-20 09:24:08;"WAP111";-64;"-7460.76790000126,4864810.0301"
"4002";-7453,17040000111;4864828,667;1;1;207;2;7;6;2013-06-20 09:25:37;"WAP110";-51;"-7453.17040000111,4864828.667"
"4003";-7423,06089999899;4864877,6861;1;1;202;2;7;6;2013-06-20 09:28:07;"WAP108";-64;"-7423.06089999899,4864877.6861"
"4004";-7417,50230000168;4864893,0326;1;1;203;2;7;6;2013-06-20 09:29:44;"WAP146";-68;"-7417.50230000168,4864893.0326"
"4005";-7408,71452561393;4864892,91171639;1;1;203;1;7;6;2013-06-20 09:30:14;"WAP248";-71;"-7408.71452561393,4864892.91171639"
"4006";-7414,91694102809;4864881,27501066;1;1;202;1;7;6;2013-06-20 09:28:42;"WAP146";-65;"-7414.91694102809,4864881.27501066"
"4007";-7425,66110000014;4864873,1327;1;1;201;2;7;6;2013-06-20 09:27:29;"WAP146";-66;"-7425.66110000014,4864873.1327"
"4008";-7427,11138842627;4864903,13028191;1;1;204;1;7;6;2013-06-20 09:31:42;"WAP146";-64;"-7427.11138842627,4864903.13028191"
"4009";-7427,11138842627;4864903,13028191;1;1;204;1;7;6;2013-06-20 09:32:09;"WAP146";-69;"-7427.11138842627,4864903.13028191"
"4010";-7432,44810000062;4864883,153;1;1;205;2;7;6;2013-06-20 09:33:18;"WAP108";-47;"-7432.44810000062,4864883.153"
"4011";-7422,25899999961;4864895,5794;1;1;204;2;7;6;2013-06-20 09:31:09;"WAP147";-58;"-7422.25899999961,4864895.5794"
"4012";-7391,93019238487;4864841,24064191;1;2;143;1;7;6;2013-06-20 09:43:24;"WAP503";-59;"-7391.93019238487,4864841.24064191"
"4013";-7435,06749999896;4864878,1545;1;1;206;2;7;6;2013-06-20 09:33:54;"WAP108";-57;"-7435.06749999896,4864878.1545"
"4014";-7439,62449999899;4864864,1263;1;1;206;2;7;6;2013-06-20 09:34:35;"WAP108";-54;"-7439.62449999899,4864864.1263"
"4015";-7390,18470000103;4864838,9191;1;2;143;2;7;6;2013-06-20 09:42:45;"WAP121";-53;"-7390.18470000103,4864838.9191"
"4016";-7391,93019238487;4864841,24064191;1;2;143;1;7;6;2013-06-20 09:43:46;"WAP503";-61;"-7391.93019238487,4864841.24064191"
"4017";-7381,68690000102;4864845,7553;1;2;102;2;7;6;2013-06-20 09:47:39;"WAP121";-46;"-7381.68690000102,4864845.7553"
"4018";-7379,79940000176;4864849,1579;1;2;103;2;7;6;2013-06-20 09:48:13;"WAP121";-47;"-7379.79940000176,4864849.1579"
"4019";-7374,89730000123;4864855,5392;1;2;105;2;7;6;2013-06-20 09:48:57;"WAP122";-55;"-7374.89730000123,4864855.5392"
"4020";-7383,67020000145;4864842,1808;1;2;101;2;7;6;2013-06-20 09:47:09;"WAP121";-59;"-7383.67020000145,4864842.1808"
"4021";-7377,0782699883;4864842,961439;1;2;115;1;7;6;2013-06-20 09:52:14;"WAP121";-64;"-7377.0782699883,4864842.961439"
"4022";-7376,63179999962;4864855,0897;1;2;104;2;7;6;2013-06-20 09:51:38;"WAP122";-64;"-7376.63179999962,4864855.0897"
"4023";-7376,31711665541;4864861,75610285;1;2;105;1;7;6;2013-06-20 09:50:26;"WAP122";-65;"-7376.31711665541,4864861.75610285"
"4024";-7374,34750000015;4864845,6047;1;2;115;2;7;6;2013-06-20 09:49:34;"WAP121";-50;"-7374.34750000015,4864845.6047"
"4025";-7376,31711665541;4864861,75610285;1;2;105;1;7;6;2013-06-20 09:51:05;"WAP503";-68;"-7376.31711665541,4864861.75610285"
"4026";-7366,03779999912;4864845,5494;1;2;107;2;7;6;2013-06-20 09:53:25;"WAP121";-72;"-7366.03779999912,4864845.5494"
"4027";-7363,98610457033;4864850,15056504;1;2;107;1;7;6;2013-06-20 09:54:00;"WAP121";-71;"-7363.98610457033,4864850.15056504"
"4028";-7372,80299999937;4864849,3027;1;2;106;2;7;6;2013-06-20 09:52:51;"WAP121";-52;"-7372.80299999937,4864849.3027"
"4029";-7359,19299999997;4864841,7518;1;2;108;2;7;6;2013-06-20 09:54:33;"WAP121";-71;"-7359.19299999997,4864841.7518"
"4030";-7352,3487999998;4864837,9547;1;2;109;2;7;6;2013-06-20 09:56:01;"WAP496";-67;"-7352.3487999998,4864837.9547"
"4031";-7349,54600000009;4864836,3998;1;2;110;2;7;6;2013-06-20 09:58:32;"WAP489";-64;"-7349.54600000009,4864836.3998"
"4032";-7336,29899999872;4864829,0504;1;2;111;2;7;6;2013-06-20 09:59:14;"WAP489";-44;"-7336.29899999872,4864829.0504"
"4033";-7332,15422925726;4864832,49394025;1;2;111;1;7;6;2013-06-20 09:59:47;"WAP489";-41;"-7332.15422925726,4864832.49394025"
"4034";-7355,5022796765;4864846,02778785;1;2;108;1;7;6;2013-06-20 09:55:19;"WAP121";-81;"-7355.5022796765,4864846.02778785"
"4035";-7341,63542748615;4864823,28054003;1;2;124;1;7;6;2013-06-20 10:00:31;"WAP489";-60;"-7341.63542748615,4864823.28054003"
"4036";-7338,85799999908;4864825,9152;1;2;124;2;7;6;2013-06-20 10:02:18;"WAP489";-59;"-7338.85799999908,4864825.9152"
"4037";-7337,71609999985;4864825,2817;1;2;125;2;7;6;2013-06-20 10:02:44;"WAP489";-52;"-7337.71609999985,4864825.2817"
"4038";-7338,25903988257;4864821,40718421;1;2;125;1;7;6;2013-06-20 10:03:07;"WAP489";-57;"-7338.25903988257,4864821.40718421"
"4039";-7316,90680000186;4864818,2917;1;2;113;2;7;6;2013-06-20 10:06:32;"WAP098";-54;"-7316.90680000186,4864818.2917"
"4040";-7327,92909999937;4864824,407;1;2;112;2;7;6;2013-06-20 10:03:55;"WAP489";-62;"-7327.92909999937,4864824.407"
"4041";-7323,55065394565;4864827,71950754;1;2;112;1;7;6;2013-06-20 10:06:13;"WAP489";-51;"-7323.55065394565,4864827.71950754"
"4042";-7323,55065394565;4864827,71950754;1;2;112;1;7;6;2013-06-20 10:05:54;"WAP489";-58;"-7323.55065394565,4864827.71950754"
"4043";-7309,84930000082;4864812,6953;1;2;114;2;7;6;2013-06-20 10:09:39;"WAP098";-47;"-7309.84930000082,4864812.6953"
"4044";-7316,86719999835;4864813,7149;1;2;131;2;7;6;2013-06-20 10:08:18;"WAP495";-57;"-7316.86719999835,4864813.7149"
"4045";-7303,79429582134;4864812,44148691;1;2;114;1;7;6;2013-06-20 10:10:15;"WAP117";-69;"-7303.79429582134,4864812.44148691"
"4046";-7311,91939999908;4864808,9638;1;2;132;2;7;6;2013-06-20 10:10:57;"WAP098";-59;"-7311.91939999908,4864808.9638"
"4047";-7317,61726686358;4864809,97306994;1;2;131;1;7;6;2013-06-20 10:08:51;"WAP495";-56;"-7317.61726686358,4864809.97306994"
"4048";-7310,70086009055;4864800,67067712;1;2;134;1;7;6;2013-06-20 10:12:54;"WAP098";-64;"-7310.70086009055,4864800.67067712"
"4049";-7308,77911196649;4864804,13482702;1;2;133;1;7;6;2013-06-20 10:11:52;"WAP099";-61;"-7308.77911196649,4864804.13482702"
"4050";-7312,66220000014;4864807,6249;1;2;133;2;7;6;2013-06-20 10:11:28;"WAP098";-65;"-7312.66220000014,4864807.6249"
"4051";-7315,74340000004;4864802,0715;1;2;134;2;7;6;2013-06-20 10:12:25;"WAP099";-57;"-7315.74340000004,4864802.0715"
"4052";-7310,70086009055;4864800,67067712;1;2;134;1;7;6;2013-06-20 10:13:17;"WAP099";-76;"-7310.70086009055,4864800.67067712"
"4053";-7316,45740000159;4864800,7843;1;2;135;2;7;6;2013-06-20 10:14:32;"WAP098";-54;"-7316.45740000159,4864800.7843"
"4054";-7318,34109999985;4864814,5325;1;2;130;2;7;6;2013-06-20 10:15:15;"WAP495";-52;"-7318.34109999985,4864814.5325"
"4055";-7324,08069999889;4864817,717;1;2;129;2;7;6;2013-06-20 10:15:46;"WAP495";-56;"-7324.08069999889,4864817.717"
"4056";-7312,58323821798;4864797,23687493;1;2;135;1;7;6;2013-06-20 10:13:59;"WAP099";-72;"-7312.58323821798,4864797.23687493"
"4057";-7325,23409999907;4864818,3568;1;2;128;2;7;6;2013-06-20 10:18:43;"WAP516";-58;"-7325.23409999907,4864818.3568"
"4058";-7330,78689999878;4864821,4373;1;2;127;2;7;6;2013-06-20 10:19:40;"WAP489";-60;"-7330.78689999878,4864821.4373"
"4059";-7327,95927373692;4864815,69279274;1;2;128;1;7;6;2013-06-20 10:20:17;"WAP098";-71;"-7327.95927373692,4864815.69279274"
"4060";-7324,58288613334;4864813,81984702;1;2;129;1;7;6;2013-06-20 10:16:22;"WAP098";-70;"-7324.58288613334,4864813.81984702"
"4061";-7332,10880000144;4864822,171;1;2;126;2;7;6;2013-06-20 10:23:00;"WAP489";-59;"-7332.10880000144,4864822.171"
"4062";-7353,72340000048;4864834,1625;1;2;121;2;7;6;2013-06-20 10:29:08;"WAP517";-67;"-7353.72340000048,4864834.1625"
"4063";-7352,52030000091;4864833,4948;1;2;122;2;7;6;2013-06-20 10:28:35;"WAP502";-62;"-7352.52030000091,4864833.4948"
"4064";-7345,42330000177;4864829,5577;1;2;123;2;7;6;2013-06-20 10:25:01;"WAP517";-52;"-7345.42330000177,4864829.5577"
"4065";-7332,10880000144;4864822,171;1;2;126;2;7;6;2013-06-20 10:21:42;"WAP517";-66;"-7332.10880000144,4864822.171"
"4066";-7367,45879999921;4864841,7828;1;2;117;2;7;6;2013-06-20 10:32:07;"WAP121";-68;"-7367.45879999921,4864841.7828"
"4067";-7366,24240000173;4864841,108;1;2;118;2;7;6;2013-06-20 10:31:38;"WAP121";-67;"-7366.24240000173,4864841.108"
"4068";-7359,33109999821;4864837,2735;1;2;120;2;7;6;2013-06-20 10:29:44;"WAP121";-68;"-7359.33109999821,4864837.2735"
"4069";-7360,497299999;4864837,9205;1;2;119;2;7;6;2013-06-20 10:30:22;"WAP121";-70;"-7360.497299999,4864837.9205"
"4070";-7373,05279999971;4864844,8865;1;2;116;2;7;6;2013-06-20 10:32:38;"WAP122";-57;"-7373.05279999971,4864844.8865"
"4071";-7390,62060000002;4864836,0558;1;2;140;2;7;6;2013-06-20 10:37:03;"WAP122";-70;"-7390.62060000002,4864836.0558"
"4072";-7317,65100000054;4864794,6286;1;2;137;2;7;6;2013-06-20 10:40:07;"WAP098";-68;"-7317.65100000054,4864794.6286"
"4073";-7390,73470000178;4864835,0351;1;2;141;2;7;6;2013-06-20 10:36:31;"WAP121";-69;"-7390.73470000178,4864835.0351"
"4074";-7394,57782488316;4864836,92470566;1;2;140;1;7;6;2013-06-20 10:37:27;"WAP121";-78;"-7394.57782488316,4864836.92470566"
"4075";-7474,55380000174;4864866,8564;0;1;9;2;7;6;2013-06-20 07:35:05;"WAP255";-78;"-7474.55380000174,4864866.8564"
"4076";-7317,01249999925;4864795,149;1;2;136;2;7;6;2013-06-20 10:40:33;"WAP099";-74;"-7317.01249999925,4864795.149"
"4077";-7313,73111977801;4864792,06341087;1;2;136;1;7;6;2013-06-20 10:41:03;"WAP099";-84;"-7313.73111977801,4864792.06341087"
"4078";-7313,73111977801;4864792,06341087;1;2;136;1;7;6;2013-06-20 10:41:39;"WAP098";-79;"-7313.73111977801,4864792.06341087"
"4079";-7466,44529925659;4864859,36437535;0;1;10;1;7;6;2013-06-20 07:38:11;"WAP255";-66;"-7466.44529925659,4864859.36437535"
"4080";-7469,87150000036;4864864,3648;0;1;10;2;7;6;2013-06-20 07:36:16;"WAP255";-75;"-7469.87150000036,4864864.3648"
"4081";-7466,44529925659;4864859,36437535;0;1;10;1;7;6;2013-06-20 07:38:47;"WAP366";-84;"-7466.44529925659,4864859.36437535"
"4082";-7454,23910000175;4864829,266;0;1;202;2;7;6;2013-06-20 07:40:14;"WAP274";-53;"-7454.23910000175,4864829.266"
"4083";-7445,55787384138;4864826,58967056;0;1;202;1;7;6;2013-06-20 07:42:41;"WAP282";-46;"-7445.55787384138,4864826.58967056"
"4084";-7445,55787384138;4864826,58967056;0;1;202;1;7;6;2013-06-20 07:43:17;"WAP282";-42;"-7445.55787384138,4864826.58967056"
"4085";-7445,55787384138;4864826,58967056;0;1;202;1;7;6;2013-06-20 07:41:03;"WAP315";-39;"-7445.55787384138,4864826.58967056"
"4086";-7445,55787384138;4864826,58967056;0;1;202;1;7;6;2013-06-20 07:42:10;"WAP282";-42;"-7445.55787384138,4864826.58967056"
"4087";-7445,55787384138;4864826,58967056;0;1;202;1;7;6;2013-06-20 07:41:32;"WAP329";-45;"-7445.55787384138,4864826.58967056"
"4088";-7468,87024519593;4864827,93768296;0;1;248;1;7;6;2013-06-20 07:47:02;"WAP262";-42;"-7468.87024519593,4864827.93768296"
"4089";-7445,55787384138;4864826,58967056;0;1;202;1;7;6;2013-06-20 07:43:44;"WAP329";-45;"-7445.55787384138,4864826.58967056"
"4090";-7456,97749999911;4864830,7651;0;1;203;2;7;6;2013-06-20 07:44:27;"WAP278";-45;"-7456.97749999911,4864830.7651"
"4091";-7460,27969999984;4864824,9697;0;1;248;2;7;6;2013-06-20 07:45:34;"WAP259";-44;"-7460.27969999984,4864824.9697"
"4092";-7457,66550000012;4864823,61;0;1;247;2;7;6;2013-06-20 07:51:26;"WAP274";-42;"-7457.66550000012,4864823.61"
"4093";-7468,87024519593;4864827,93768296;0;1;248;1;7;6;2013-06-20 07:48:49;"WAP374";-41;"-7468.87024519593,4864827.93768296"
"4094";-7468,87024519593;4864827,93768296;0;1;248;1;7;6;2013-06-20 07:48:04;"WAP262";-37;"-7468.87024519593,4864827.93768296"
"4095";-7450,4819945693;4864817,72444879;0;1;247;1;7;6;2013-06-20 07:52:07;"WAP260";-38;"-7450.4819945693,4864817.72444879"
"4096";-7468,87024519593;4864827,93768296;0;1;248;1;7;6;2013-06-20 07:47:33;"WAP263";-45;"-7468.87024519593,4864827.93768296"
"4097";-7450,4819945693;4864817,72444879;0;1;247;1;7;6;2013-06-20 07:53:27;"WAP316";-40;"-7450.4819945693,4864817.72444879"
"4098";-7450,4819945693;4864817,72444879;0;1;247;1;7;6;2013-06-20 07:54:36;"WAP260";-37;"-7450.4819945693,4864817.72444879"
"4099";-7458,38109999895;4864852,1497;0;1;213;2;7;6;2013-06-20 07:56:53;"WAP340";-67;"-7458.38109999895,4864852.1497"
"4100";-7450,4819945693;4864817,72444879;0;1;247;1;7;6;2013-06-20 07:53:58;"WAP260";-39;"-7450.4819945693,4864817.72444879"
"4101";-7425,66110000014;4864873,1327;0;1;216;2;7;6;2013-06-20 08:02:11;"WAP140";-52;"-7425.66110000014,4864873.1327"
"4102";-7435,13729999959;4864861,7101;0;1;216;2;7;6;2013-06-20 08:00:24;"WAP101";-53;"-7435.13729999959,4864861.7101"
"4103";-7439,62449999899;4864864,1263;0;1;222;2;7;6;2013-06-20 07:58:11;"WAP101";-57;"-7439.62449999899,4864864.1263"
"4104";-7441,93419342488;4864872,43726587;0;1;222;1;7;6;2013-06-20 07:59:02;"WAP101";-70;"-7441.93419342488,4864872.43726587"
"4105";-7426,93832446635;4864864,10805024;0;1;216;1;7;6;2013-06-20 08:01:06;"WAP006";-60;"-7426.93832446635,4864864.10805024"
"4106";-7435,06749999896;4864878,1545;0;1;222;2;7;6;2013-06-20 08:04:18;"WAP140";-64;"-7435.06749999896,4864878.1545"
"4107";-7410,6922999993;4864890,0382;0;1;243;2;7;6;2013-06-20 08:08:46;"WAP006";-79;"-7410.6922999993,4864890.0382"
"4108";-7404,49168300629;4864890,41664264;0;1;244;1;7;6;2013-06-20 08:10:39;"WAP248";-85;"-7404.49168300629,4864890.41664264"
"4109";-7423,06089999899;4864877,6861;0;1;246;2;7;6;2013-06-20 08:05:31;"WAP141";-56;"-7423.06089999899,4864877.6861"
"4110";-7411,32860000059;4864885,4059;0;1;245;2;7;6;2013-06-20 08:09:26;"WAP140";-73;"-7411.32860000059,4864885.4059"
"4111";-7424,804142382;4864898,43540941;0;1;237;1;7;6;2013-06-20 08:13:17;"WAP146";-81;"-7424.804142382,4864898.43540941"
"4112";-7422,25899999961;4864895,5793;0;1;237;2;7;6;2013-06-20 08:12:31;"WAP140";-62;"-7422.25899999961,4864895.5793"
"4113";-7410,02659999952;4864887,7496;0;1;244;2;7;6;2013-06-20 08:11:42;"WAP006";-77;"-7410.02659999952,4864887.7496"
"4114";-7404,49168300629;4864890,41664264;0;1;244;1;7;6;2013-06-20 08:11:06;"WAP140";-85;"-7404.49168300629,4864890.41664264"
"4115";-7427,86840000004;4864896,747;0;1;227;2;7;6;2013-06-20 08:15:45;"WAP140";-77;"-7427.86840000004,4864896.747"
"4116";-7432,24384206906;4864893,57649525;0;1;227;1;7;6;2013-06-20 08:17:06;"WAP140";-74;"-7432.24384206906,4864893.57649525"
"4117";-7426,62779999897;4864896,0578;0;1;249;2;7;6;2013-06-20 08:13:59;"WAP140";-78;"-7426.62779999897,4864896.0578"
"4118";-7427,69168582186;4864891,73307702;0;1;249;1;7;6;2013-06-20 08:15:01;"WAP146";-71;"-7427.69168582186,4864891.73307702"
"4119";-7432,57479999959;4864889,443;0;1;228;2;7;6;2013-06-20 08:18:24;"WAP140";-70;"-7432.57479999959,4864889.443"
"4120";-7435,99020000175;4864891,204;0;1;229;2;7;6;2013-06-20 08:19:56;"WAP141";-73;"-7435.99020000175,4864891.204"
"4121";-7431,14640332013;4864886,35210025;0;1;228;1;7;6;2013-06-20 08:18:50;"WAP140";-73;"-7431.14640332013,4864886.35210025"
"4122";-7435,76581665501;4864887,90024348;0;1;229;1;7;6;2013-06-20 08:19:31;"WAP140";-73;"-7435.76581665501,4864887.90024348"
